RespondentID,Have you seen any of the 6 films in the Star Wars franchise?,Do you consider yourself to be a fan of the Star Wars film franchise?,seen_ep1,seen_ep2,seen_ep3,seen_ep4,seen_ep5,seen_ep6,rank1,rank2,rank3,rank4,rank5,rank6,"Please state whether you view the following characters favorably, unfavorably, or are unfamiliar with him/her.",Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Which character shot first?,Are you familiar with the Expanded Universe?,Do you consider yourself to be a fan of the Expanded Universe?,Do you consider yourself to be a fan of the Star Trek franchise?,Gender,Age,Household Income,Education,Location (Census Region)
3290757230,True,False,True,False,False,False,False,False,4.0,1.0,2.0,3.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",High school degree,Pacific
3290756394,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,No,Female,45-60,"$25,000 - $49,999",Bachelor degree,Middle Atlantic
3290755451,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$50,000 - $99,999",Bachelor degree,West North Central
3290753390,True,False,True,True,True,False,True,True,5.0,3.0,4.0,6.0,2.0,1.0,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very unfavorably,Unfamiliar (N/A),Somewhat favorably,Han,Yes,Yes,Yes,Male,45-60,"$0 - $24,999",Some college or Associate degree,New England
3290749764,True,True,True,True,True,True,True,True,4.0,6.0,3.0,2.0,5.0,1.0,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,Yes,Yes,Yes,Male,45-60,"$150,000+",Graduate degree,Middle Atlantic
3290749229,True,False,False,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,East North Central
3290746853,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,,Somewhat favorably,Neither favorably nor unfavorably (neutral),,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Han,Yes,Yes,Yes,Female,45-60,"$0 - $24,999",Bachelor degree,South Atlantic
3290744027,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290741994,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Greedo,Yes,Yes,Yes,Male,30-44,,Some college or Associate degree,Mountain
3290741405,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Bachelor degree,Pacific
3290740448,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very favorably,Very unfavorably,Very favorably,Very favorably,I don't understand this question,No,,Yes,Female,45-60,"$150,000+",Bachelor degree,Mountain
3290739967,True,True,True,True,True,True,True,True,2.0,3.0,4.0,5.0,6.0,1.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Han,Yes,No,No,Female,45-60,,High school degree,West North Central
3290739235,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Unfamiliar (N/A),Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,45-60,"$150,000+",Bachelor degree,South Atlantic
3290738262,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$25,000 - $49,999",High school degree,East South Central
3290737104,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,30-44,"$0 - $24,999",Some college or Associate degree,East North Central
3290736072,True,True,True,True,True,True,True,True,4.0,6.0,5.0,3.0,2.0,1.0,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Greedo,Yes,Yes,No,Male,45-60,"$150,000+",Bachelor degree,Pacific
3290734874,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3290733932,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$25,000 - $49,999",Bachelor degree,Pacific
3290733316,True,True,True,True,True,False,True,True,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,Yes,Female,45-60,"$25,000 - $49,999",Bachelor degree,East North Central
3290732383,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Greedo,No,,No,Male,30-44,"$50,000 - $99,999",High school degree,Mountain
3290727763,True,True,True,True,True,True,True,True,6.0,5.0,1.0,4.0,3.0,2.0,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,No,,No,Male,30-44,"$100,000 - $149,999",Graduate degree,East North Central
3290726075,True,True,True,True,True,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,No,,Yes,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,New England
3290719847,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290718359,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290717899,True,True,True,True,True,True,True,True,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Greedo,No,,Yes,Male,45-60,"$150,000+",Bachelor degree,East North Central
3290717372,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$25,000 - $49,999",Graduate degree,East South Central
3290714941,True,False,True,True,True,True,True,True,3.0,2.0,1.0,6.0,4.0,5.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,No,Male,30-44,"$0 - $24,999",High school degree,West South Central
3290714484,True,True,True,True,True,False,True,True,4.0,3.0,5.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,Yes,No,Yes,Male,45-60,"$100,000 - $149,999",Bachelor degree,West North Central
3290714430,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,45-60,"$0 - $24,999",Some college or Associate degree,West South Central
3290714378,True,True,True,True,True,True,True,True,3.0,4.0,5.0,1.0,2.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Female,> 60,"$50,000 - $99,999",Graduate degree,Mountain
3290712204,True,False,True,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Greedo,No,,No,Male,45-60,"$100,000 - $149,999",High school degree,East North Central
3290711898,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Male,18-29,"$25,000 - $49,999",Bachelor degree,West South Central
3290711882,True,False,False,True,True,False,False,False,6.0,3.0,5.0,4.0,1.0,2.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Han,No,,Yes,Female,18-29,,Some college or Associate degree,South Atlantic
3290711757,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290711487,True,False,False,False,False,False,True,True,3.0,4.0,5.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Bachelor degree,East North Central
3290711262,True,False,True,True,True,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Somewhat unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,,,Very unfavorably,Very unfavorably,,,Very unfavorably,I don't understand this question,Yes,No,No,Female,45-60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290708664,True,False,False,False,False,False,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Somewhat favorably,I don't understand this question,No,,No,Female,> 60,"$0 - $24,999",Bachelor degree,South Atlantic
3290707402,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290706716,True,False,True,False,True,False,True,True,4.0,5.0,3.0,6.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Male,> 60,"$100,000 - $149,999",Bachelor degree,West South Central
3290706611,True,False,True,False,False,False,True,False,2.0,3.0,4.0,5.0,1.0,6.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Unfamiliar (N/A),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",Graduate degree,South Atlantic
3290703210,True,False,True,True,False,True,True,True,2.0,4.0,6.0,3.0,5.0,1.0,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat unfavorably,Somewhat favorably,Very unfavorably,Very unfavorably,Somewhat unfavorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Han,No,,No,Male,30-44,"$25,000 - $49,999",Bachelor degree,Mountain
3290701442,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290700285,True,True,True,True,True,True,True,True,4.0,3.0,6.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,,,,,,,,,
3290700214,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Unfamiliar (N/A),Very favorably,I don't understand this question,No,,No,Female,> 60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290700030,True,True,True,False,False,True,True,True,4.0,5.0,3.0,2.0,6.0,1.0,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Han,No,,Yes,Male,30-44,"$0 - $24,999",Some college or Associate degree,South Atlantic
3290699410,True,True,True,True,True,True,True,True,4.0,6.0,3.0,5.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,45-60,,Bachelor degree,Pacific
3290695784,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very unfavorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Very favorably,Very unfavorably,Somewhat unfavorably,Very favorably,Greedo,No,,Yes,Female,45-60,"$100,000 - $149,999",Graduate degree,Pacific
3290695316,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290694269,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Bachelor degree,West South Central
3290693095,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290692020,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$50,000 - $99,999",Some college or Associate degree,Mountain
3290691758,True,True,True,True,True,True,True,True,1.0,2.0,3.0,4.0,5.0,6.0,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Unfamiliar (N/A),Very favorably,Unfamiliar (N/A),Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,I don't understand this question,Yes,No,No,Male,18-29,"$0 - $24,999",Graduate degree,West South Central
3290689343,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Very unfavorably,Very unfavorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very unfavorably,Very favorably,Greedo,No,,No,Male,45-60,"$50,000 - $99,999",High school degree,East North Central
3290687981,True,True,True,True,True,True,True,True,6.0,5.0,4.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Somewhat favorably,Unfamiliar (N/A),Very unfavorably,Neither favorably nor unfavorably (neutral),,,,,,,,,
3290687830,True,True,True,True,True,True,True,True,1.0,2.0,,4.0,5.0,3.0,Very favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),,Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,30-44,"$100,000 - $149,999",Bachelor degree,Middle Atlantic
3290686887,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,> 60,"$150,000+",Bachelor degree,Pacific
3290686362,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,"$50,000 - $99,999",Bachelor degree,West North Central
3290685885,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290684868,True,False,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very unfavorably,Very unfavorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Han,No,,No,Male,30-44,"$50,000 - $99,999",Graduate degree,Mountain
3290684287,True,True,True,True,True,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Very favorably,I don't understand this question,No,,No,Female,45-60,"$100,000 - $149,999",Graduate degree,East North Central
3290681574,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290678952,True,False,False,False,False,False,False,True,3.0,4.0,5.0,6.0,2.0,1.0,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,No,Male,30-44,"$100,000 - $149,999",Graduate degree,West South Central
3290678515,True,True,True,True,False,True,True,True,5.0,4.0,6.0,1.0,3.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Han,No,,Yes,Female,45-60,"$50,000 - $99,999",Graduate degree,East North Central
3290676695,True,True,False,False,False,False,True,False,4.0,5.0,3.0,6.0,1.0,2.0,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Unfamiliar (N/A),Very favorably,I don't understand this question,Yes,No,No,Male,45-60,"$25,000 - $49,999",Some college or Associate degree,Mountain
3290674534,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,18-29,,High school degree,Middle Atlantic
3290667297,True,False,True,False,False,False,False,False,1.0,2.0,3.0,4.0,5.0,6.0,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),,,,,,,,,,,I don't understand this question,No,,No,Male,> 60,"$50,000 - $99,999",Some college or Associate degree,West North Central
3290664543,True,False,True,False,False,True,True,True,4.0,5.0,6.0,3.0,2.0,1.0,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very favorably,I don't understand this question,No,,No,Female,18-29,"$25,000 - $49,999",Some college or Associate degree,Pacific
3290664463,True,True,True,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Neither favorably nor unfavorably (neutral),,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Greedo,Yes,No,Yes,Male,45-60,"$50,000 - $99,999",Bachelor degree,East South Central
3290664069,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290662118,True,True,True,True,True,True,True,True,6.0,4.0,5.0,2.0,1.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Very favorably,Somewhat unfavorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Very favorably,Very favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,No,Male,30-44,"$150,000+",Graduate degree,East North Central
3290661650,True,True,True,True,True,True,True,True,6.0,5.0,4.0,1.0,2.0,3.0,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Very favorably,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Very unfavorably,Somewhat unfavorably,Somewhat favorably,Han,Yes,No,Yes,Male,18-29,"$150,000+",Bachelor degree,Middle Atlantic
3290661587,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290661135,True,True,True,True,True,True,True,True,4.0,6.0,5.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Somewhat favorably,Very favorably,Somewhat unfavorably,Somewhat favorably,Very favorably,Greedo,Yes,No,No,Male,30-44,"$50,000 - $99,999",Bachelor degree,Mountain
3290659818,True,True,True,True,True,True,True,True,6.0,5.0,4.0,3.0,1.0,2.0,Very favorably,Somewhat favorably,Somewhat favorably,Somewhat unfavorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Very favorably,Somewhat favorably,Somewhat favorably,Very unfavorably,Neither favorably nor unfavorably (neutral),Very favorably,Han,Yes,Yes,Yes,Male,30-44,"$50,000 - $99,999",Bachelor degree,East North Central
3290659314,True,True,False,False,False,True,True,True,4.0,5.0,6.0,3.0,1.0,2.0,Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,Very favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Very favorably,I don't understand this question,No,,Yes,Male,30-44,"$0 - $24,999",Graduate degree,South Atlantic
3290655784,True,False,False,False,False,True,True,True,4.0,5.0,6.0,1.0,2.0,3.0,Somewhat favorably,Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Somewhat favorably,Somewhat favorably,Neither favorably nor unfavorably (neutral),Neither favorably nor unfavorably (neutral),Somewhat favorably,I don't understand this question,No,,No,Male,45-60,"$100,000 - $149,999",Some college or Associate degree,South Atlantic
3290654597,True,True,True,True,True,True,True,True,4.0,5.0,6.0,2.0,1.0,3.0,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very favorably,Very unfavorably,Somewhat favorably,Very favorably,Han,No,,Yes,Male,45-60,,Graduate degree,East North Central
3290652558,False,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,No,Female,45-60,"$50,000 - $99,999",Bachelor degree,West North Central
3290651085,True,NaN,False,False,False,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
